text kotor,likeCount,Teks_Bersih,Yes,No,Compound,Sentiment
"Rony ini kayaknya sering nonton tonight show. Jokes sama gimmick nya mirip Vincent, Desta😂 orang kok lucu terus wkwkwk",0,rony ini kayaknya sering nonton tonight show jokes sama gimmick nya mirip vincent desta orang kok lucu terus wkwkwk,0.0,0.1,0.25,No
"@MafiaWasit Logo kui inspiratif, nyatane Vincent desta melu"" Logone ngono",0,logo kui inspiratif nyatane vincent desta melu logone ngono,0.0,0.0,0.0,No
"ngehe mohan, baskara, ari lesmana, vincent desta definisi cowo keren menurut gue👌",1,ngehe mohan baskara ari lesmana vincent desta definisi cowo keren menurut gue,0.0,0.0,0.0,No
"@berlianidris @kikysaputrii Banyak kasus kaya gitu dok, Vincent Desta jg kena. Dengar aj d trio Kurnia. Belum yg masyarakat biasa",1,banyak kasus kaya gitu dok vincent desta jg kena dengar aj d trio kurnia belum yg masyarakat biasa,0.0,0.0,0.0,No
"versi indonya iqbaal, arbani yasiz, vincent, desta, SYP LG YA KO TBTB LUPA",0,versi indonya iqbaal arbani yasiz vincent desta syp lg ya ko tbtb lupa,0.0,0.0,0.0,No
"@tanyakanrl VINCENT 
DESTA
DANILA RIYADI
REFAL HADY
HERJUNOT ALI
TORA SUDIRO
RONALD
LUKMAN SARDI
MAUDY AYUNDA
ARI IRHAM",0,vincent desta danila riyadi refal hady herjunot ali tora sudiro ronald lukman sardi maudy ayunda ari irham,0.0,0.0,0.0,No
"@torantula Vincent , Desta , Stepi item , Babang tamvan andika",0,vincent desta stepi item babang tamvan andika,0.0,0.0,0.0,No
"Kalo mau nyebutin banyak nih. Terbaru paling gerombolannya Vincent &amp; Desta. Ga harus jadi orang event, tapi kalo bisa ajak temen yg ""ga punya malu"" alias bisa diajak nyelinap ke backstage (ajaran-ajakan temen yg fans berat SID sampe kemarin nemuin langsung).",0,kalo mau nyebutin banyak nih terbaru paling gerombolannya vincent amp desta ga harus jadi orang event tapi kalo bisa ajak temen yg ga punya malu alias bisa diajak nyelinap ke backstage ajaran ajakan temen yg fans berat sid sampe kemarin nemuin langsung,0.0,0.0,0.0,No
"@tanyakanrl vincent, desta, nycta gina, duta so7. udh si. kalo konser banyak.",0,vincent desta nycta gina duta so udh si kalo konser banyak,0.0,0.0,0.0,No
"@tanyakanrl Dedi cahyadi
Letto
Sheila on 7
Ardhito
Denny Caknan
Febby Putri
Coki muslim
Coldiac
Dzawin
Pee wee gaskins
Vierra
JKT 48
Gangga
Tiara Andini
Okin
Onad
Vincent desta",1,dedi cahyadi letto sheila on ardhito denny caknan febby putri coki muslim coldiac dzawin pee wee gaskins vierra jkt gangga tiara andini okin onad vincent desta,0.0,0.0,0.0,No
@F4LL1N111 Tonight show vincent-desta?,0,tonight show vincent desta,0.0,0.0,0.0,No
vincent desta,0,vincent desta,0.0,0.0,0.0,No
@mrdhbai @Askrlfess Nama fans nya Vincent Desta,0,nama fans nya vincent desta,0.0,0.0,0.0,No
@tanyakanrl Ini vincent desta?,0,ini vincent desta,0.0,0.0,0.0,No
Snu-jaeung 🤝 vincent-desta,0,snu jaeung vincent desta,0.0,0.0,0.0,No
"Kalau jatuh ke lubang yang sama apa bahasa sundanya? 🤭🤭
. 
. 
📹 @tonightshow_net 
. 
. 
#Ridwankamil #RKJabarjuara #JabarJuara #IndonesiaJuara #tonightshow #sunda #bahasasunda #sundanese #basasunda #vindes #vincent #desta https://t.co/puXBg2FLtP",4,kalau jatuh ke lubang yang sama apa bahasa sundanya net ridwankamil rkjabarjuara jabarjuara indonesiajuara tonightshow sunda bahasasunda sundanese basasunda vindes vincent desta,0.0,0.0,0.0,No
"Selamat malam orang orang lemah. Malam ini akan ada @anwarcoki yang akan mengibril bersama Vincent &amp; Desta. 

Sudah tayang di Youtube Vindes. Klik youtu.be/IBJki2BY4yk

#Vindes 
#VincentandDesta https://t.co/wQsErO2v1j",115,selamat malam orang orang lemah malam ini akan ada yang akan mengibril bersama vincent amp desta sudah tayang di youtube vindes klik youtu be ibjki by yk vindes vincentanddesta,0.0,0.0,0.0,No
"~ Trio Kurnia
Ketawa bareng sama 3 bapak2 kocak, Vincent, Desta dan Andre Taulany

~ Deddy Issues
Jadi lebih pintar karena dengerin podcast yang diisi sama om deddy ini",0,trio kurnia ketawa bareng sama bapak kocak vincent desta dan andre taulany deddy issues jadi lebih pintar karena dengerin podcast yang diisi sama om deddy ini,0.0,0.0,0.0,No
"@RuangLucuuu 1 Nadia Omara
2 Vincent &amp; Desta
3Maling mamat keliling
4 Lankybox
5 Cocomelon",0,nadia omara vincent amp desta maling mamat keliling lankybox cocomelon,0.0,0.0,0.0,No
"@fleurdelucour Kalo tiba tiba komedi, vincent desta☝️",0,kalo tiba tiba komedi vincent desta,0.0,0.0,0.0,No
@tanyarlfes tadi banget abis mimpi vincent desta jadi tukang pempek keliling tapi teriaknya 'videoo videoo video' demi apapun ngga ngerti samsek,1,tadi banget abis mimpi vincent desta jadi tukang pempek keliling tapi teriaknya videoo videoo video demi apapun ngga ngerti samsek,0.0,0.0,0.0,No
random banget pikiran gw.. tapi kayaknya kalo junhan ketemu Vincent Desta atau kalo junhan di undang ke YouTube nya vindes obrolan mereka bakal nyambung 😭,0,random banget pikiran gw tapi kayaknya kalo junhan ketemu vincent desta atau kalo junhan di undang ke youtube nya vindes obrolan mereka bakal nyambung,0.0,0.0,0.0,No
Vincent Desta segala dibahas https://t.co/6PNZDBRvN7,0,vincent desta segala dibahas,0.0,0.0,0.0,No
"I imagine if Kingdom gets the chance to interview here, they will feel father's jokes of Vincent - Desta (they are famous hosts and comedians in Indonesia)

Especially Dann &amp; Louis😭

*manifest @netmediatama @KINGDOM_GFent @WarnerMusicID 🙏 https://t.co/WrkMdLzNmn",3,i imagine if kingdom gets the chance to interview here they will feel father s jokes of vincent desta they are famous hosts and comedians in indonesia especially dann amp louis manifest gfent,0.0,0.181,0.6369,No
Ngak pernah terlintas di kepala ku sedikit pun kalo cravity bakal ngobrol sama Vincent  Desta 😥,0,ngak pernah terlintas di kepala ku sedikit pun kalo cravity bakal ngobrol sama vincent desta,0.0,0.0,0.0,No
Vincent desta ngobrol sama  cravity 😭😭😭 gak pernah kebayangg,0,vincent desta ngobrol sama cravity gak pernah kebayangg,0.0,0.0,0.0,No
never in my dream i’d imagine cravity meeting vincent desta 😭 is this real like REAALL??,79,never in my dream i d imagine cravity meeting vincent desta is this real like reaall,0.107,0.154,0.1926,No
@NFADavid Vincent &amp; Desta,0,vincent amp desta,0.0,0.0,0.0,No
"iqbaal, om vincent&amp;desta disatu frame🫶🏻 gbs move on dr konser inii https://t.co/CHjf3fpss4",6,iqbaal om vincent amp desta disatu frame gbs move on dr konser inii,0.0,0.0,0.0,No
"Pengalaman nonton Club 80's (Vincent+Desta), Sheila On 7, Noah. dalam panggung yang sama. https://t.co/9MC3QlE6Dp",0,pengalaman nonton club s vincent desta sheila on noah dalam panggung yang sama,0.0,0.0,0.0,No
@goodl_uck Kalo host-nya sekaliber Vincent Desta mungkin akan enak flow-nya. Bahaya malah jadi bahan julid nanti.,0,uck kalo host nya sekaliber vincent desta mungkin akan enak flow nya bahaya malah jadi bahan julid nanti,0.0,0.0,0.0,No
"@convomfs Story gw diliat vincent desta aja seneng bgt dulu, ketawa 5 menit sambil ngasih tau keluarga sama temen"" hahahaha",0,story gw diliat vincent desta aja seneng bgt dulu ketawa menit sambil ngasih tau keluarga sama temen hahahaha,0.0,0.0,0.0,No
"Supris untuk Vivin Dedes, malam ini akan ada Vincent Desta Show edisi spesial HUT Vindes kedua. 

Kami mengundang Vivin Dedes dari Jakarta, Bandung, Solo untuk datang ke studio Vindes. 

Telah tayang, klik youtu.be/AGX3XWtevJ8

#Vindes 
#VindesYaHUTNihYee 
#VincentandDesta https://t.co/jnIL9Eznbq",161,supris untuk vivin dedes malam ini akan ada vincent desta show edisi spesial hut vindes kedua kami mengundang vivin dedes dari jakarta bandung solo untuk datang ke studio vindes telah tayang klik youtu be agx xwtevj vindes vindesyahutnihyee vincentanddesta,0.0,0.0,0.0,No
"Dulu waktu jaman aku jadi fans nya clubeighties, aku cuman perlu beli cd original buat dapetin tandatangan vincent desta lembu clift sama sukma, kalo mau stikernya beli majalah aneka yess!!, sekarang aku mau ketemu taehyung harus investasi dulu😵‍💫 sungguh perbedaan yang yahh🥲",1,dulu waktu jaman aku jadi fans nya clubeighties aku cuman perlu beli cd original buat dapetin tandatangan vincent desta lembu clift sama sukma kalo mau stikernya beli majalah aneka yess sekarang aku mau ketemu taehyung harus investasi dulu sungguh perbedaan yang yahh,0.0,0.053,0.3182,No
"Pernah denger vindes tapi lupa vincent / desta nya ya, gitu sama salah diagnosa sampe hrs operasi. Sampe akhirnya dia cek ke rs spore, ternyata ga perlu sampe operasi dan diagnosanya beda jauh. 😂 kalo w pribadi gapernah soalnya gapernah ke dokter kalau ga ranap",1,pernah denger vindes tapi lupa vincent desta nya ya gitu sama salah diagnosa sampe hrs operasi sampe akhirnya dia cek ke rs spore ternyata ga perlu sampe operasi dan diagnosanya beda jauh kalo w pribadi gapernah soalnya gapernah ke dokter kalau ga ranap,0.0,0.0,0.0,No
vincent desta😀,0,vincent desta,0.0,0.0,0.0,No
"Studio Vincent Desta Show malam ini kedatangan salah satu pemenang dari pertandingan ganda Tepok Bulu lalu, plis welkam @ericarl_ !

Sudah tayang di Youtube Vindes. Klik youtu.be/OmRbMIgFhzI

#Vindes 
#VincentandDesta https://t.co/9jBdPHcPRi",144,studio vincent desta show malam ini kedatangan salah satu pemenang dari pertandingan ganda tepok bulu lalu plis welkam sudah tayang di youtube vindes klik youtu be omrbmigfhzi vindes vincentanddesta,0.0,0.0,0.0,No
jadi inget cerita vincent yang selalu ikut Abangnya (mas cliff) tiap kali ngumpul sama gank nya 😭 awal mula ketemu nya vincent desta gara2 si Vincent ngintilin abang nya mulu tiap main 😭,0,jadi inget cerita vincent yang selalu ikut abangnya mas cliff tiap kali ngumpul sama gank nya awal mula ketemu nya vincent desta gara si vincent ngintilin abang nya mulu tiap main,0.0,0.0,0.0,No
@blueoreenjii @convomfs wkwkwkw aku bacanya pake nada vincent desta😭,7,wkwkwkw aku bacanya pake nada vincent desta,0.0,0.0,0.0,No
Coba belajar idealis kaya gini dari vincent desta deh,0,coba belajar idealis kaya gini dari vincent desta deh,0.0,0.0,0.0,No
@overcontrolneed Mungkin kalo ngobrolnya sama vincent desta sih bisa aja tu nanya ttg next step yg kaitannya g cuma berkutat di personal 🙆,3,mungkin kalo ngobrolnya sama vincent desta sih bisa aja tu nanya ttg next step yg kaitannya g cuma berkutat di personal,0.0,0.0,0.0,No
"@Gank_Of_Petojo Otong koil pernah om.. Di bahas di podcast nya vincent desta pas waktu dia kena SANTET.

trs di lakban kan sama dia ke perut krn bengkak. trs ntar kempes sendiri. HAAA mau ngakak takut kena santet..",1,of petojo otong koil pernah om di bahas di podcast nya vincent desta pas waktu dia kena santet trs di lakban kan sama dia ke perut krn bengkak trs ntar kempes sendiri haaa mau ngakak takut kena santet,0.0,0.0,0.0,No
"@Stakof Dari komeng, jerome polin, prediksi, vincent desta, ampe fanny soegi wkwkwkwkwk. Emanf bener sih artis tuh jgn main twitter dah. Sakit hati sendiri nanti baca nyinyiran netizen",0,dari komeng jerome polin prediksi vincent desta ampe fanny soegi wkwkwkwkwk emanf bener sih artis tuh jgn main twitter dah sakit hati sendiri nanti baca nyinyiran netizen,0.0,0.0,0.0,No
"Kurang Vincent, Desta sama Enzy aja https://t.co/lipFkFc2hH",0,kurang vincent desta sama enzy aja,0.0,0.0,0.0,No
"Gimana caranya?!
Simak Sobi! 
✅ Dateng ke @iims di hari Jumat, 24 Februari jam 14.00
✅ Yang pasti ke booth mobbi dong!
✅ Foto/ Videoin Vincent &amp; Desta lagi di booth mobbi
✅ Post to IGS, tag @mobbi.id @vincentrompies @desta80s",0,gimana caranya simak sobi dateng ke di hari jumat februari jam yang pasti ke booth mobbi dong foto videoin vincent amp desta lagi di booth mobbi post to igs tag id,0.0,0.0,0.0,No
Nontonin konten Vincent-Desta ngakak mulu sampe batuk2. Sumpah ni 2 orang kenapa lucunya natural sih 🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,nontonin konten vincent desta ngakak mulu sampe batuk sumpah ni orang kenapa lucunya natural sih,0.0,0.152,0.3612,No
Humorku sebatas nonton lala sama vincent desta,0,humorku sebatas nonton lala sama vincent desta,0.0,0.0,0.0,No
"kalo liat mereka tuh kayak ngeliat Vincent Desta 🥹🫶🏻

 twitter.com/ildanhyukhae/s…",0,kalo liat mereka tuh kayak ngeliat vincent desta twitter com ildanhyukhae s,0.0,0.0,0.0,No
@ontotheropes sukebak tuhh idenya dari gamenya vincent desta enji di tonight show (gak tau sih bener apa enggak). tapi tuh kayaknya dulu muncit pernah main sukebak juga deh yang asli. twitter.com/at_three_am/st…,1,sukebak tuhh idenya dari gamenya vincent desta enji di tonight show gak tau sih bener apa enggak tapi tuh kayaknya dulu muncit pernah main sukebak juga deh yang asli twitter com at three am st,0.0,0.0,0.0,No
@vindestwitt VDkate = Vincent Desta suka ayam kate,0,vdkate vincent desta suka ayam kate,0.0,0.0,0.0,No
"Vincent Desta ini mah😭
twitter.com/nctzenbase/sta…",0,vincent desta ini mah twitter com nctzenbase sta,0.0,0.0,0.0,No
"Fakta Durian Gajah yang Dibahas Vincent Desta, Harganya Jutaan! Jerome belum tahu nih... #Vindes #durian #morn #minggu
pasundan.jabarekspres.com/2023/02/18/dur…",0,fakta durian gajah yang dibahas vincent desta harganya jutaan jerome belum tahu nih vindes durian morn minggu pasundan jabarekspres com dur,0.0,0.0,0.0,No
"makan yupi sambil nonton vincent desta, dengerin lagu shawn mendes, liat pidio tiktok kucing, nonton mukbang, tidur, marathon drama, nongkrong, beli dimsum, ke pecel lele bang jek",0,makan yupi sambil nonton vincent desta dengerin lagu shawn mendes liat pidio tiktok kucing nonton mukbang tidur marathon drama nongkrong beli dimsum ke pecel lele bang jek,0.0,0.0,0.0,No
@ageetarumi Keren 😎😎 Sama kayak Vincent Desta kayaknya hehe,0,keren sama kayak vincent desta kayaknya hehe,0.0,0.0,0.0,No
"jujur berasa nonton vincent desta

 https://t.co/AwkEEwjiPY",1,jujur berasa nonton vincent desta,0.0,0.0,0.0,No
@tvindonesiawkwk Vincent desta adalah pelawak yang ga merasa dirinya pelawak asli komedi terus wkwk,0,vincent desta adalah pelawak yang ga merasa dirinya pelawak asli komedi terus wkwk,0.0,0.0,0.0,No
"Pernah ketemu Rossa, Rizki Febian, Raisa, Yuki Kato, Daniel Mananta, Ryan Ibram, Niki Zefanya, Via Valen, Feby Rastanti, Gen Halilintar, Vincent, Desta, Vierratale juga",0,pernah ketemu rossa rizki febian raisa yuki kato daniel mananta ryan ibram niki zefanya via valen feby rastanti gen halilintar vincent desta vierratale juga,0.0,0.0,0.0,No
@AdjieSanPutro nonton vincent desta adalah healing terbaik,1,nonton vincent desta adalah healing terbaik,0.0,0.0,0.0,No
@KuroNekoBanser Vincent - Desta.,0,vincent desta,0.0,0.0,0.0,No
"alasan tidak menonton tonight show adalah, kabita outfit yg dipake vincent desta, brand brand yg diidamkan anak skate tapi mahal!!",0,alasan tidak menonton tonight show adalah kabita outfit yg dipake vincent desta brand brand yg diidamkan anak skate tapi mahal,0.0,0.0,0.0,No
vincent desta,0,vincent desta,0.0,0.0,0.0,No
"instead of yg ga lucu, mending yg lucu aj. gua paling suka vincent, desta, enzy, hesti udh paket lengkap",0,instead of yg ga lucu mending yg lucu aj gua paling suka vincent desta enzy hesti udh paket lengkap,0.0,0.0,0.0,No
"Bahkan seorang Maudy Ayunda berkata demikian...

Lo udah nonton Vincent Desta Show bersama Maudy? Kalo belum, klik youtu.be/Rfg0uh4OxwA

#Vindes 
#Kutipetik https://t.co/ynQpWANHz9",335,bahkan seorang maudy ayunda berkata demikian lo udah nonton vincent desta show bersama maudy kalo belum klik youtu be rfg uh oxwa vindes kutipetik,0.0,0.0,0.0,No
@ngemtot @KuroNekoBanser vincent desta kan memang bukan pelawak tapi presenter yang suka ngelawak ala tongkrongan hahaha,10,vincent desta kan memang bukan pelawak tapi presenter yang suka ngelawak ala tongkrongan hahaha,0.0,0.217,0.5574,No
"bintang emon, surya insomnia, vincent &amp; desta",1,bintang emon surya insomnia vincent amp desta,0.0,0.0,0.0,No
@KuroNekoBanser Vincent desta,52,vincent desta,0.0,0.0,0.0,No
@unmagnetism Vincent desta,0,vincent desta,0.0,0.0,0.0,No
vincent desta,1,vincent desta,0.0,0.0,0.0,No
"@StarkiTomi @cobeh2022 Beda selera kali.

Coba sebut yang lucu menurut versimu? Mr. Bean, Komeng/Adul, Vincent/Desta, para komika?",0,beda selera kali coba sebut yang lucu menurut versimu mr bean komeng adul vincent desta para komika,0.0,0.0,0.0,No
@uusbiasaaja Vincent desta sih,0,vincent desta sih,0.0,0.0,0.0,No
@chroma_shin Bener... Gua aja suka SNSD karena mereka lawak banget. Mereka lebih ke group lawak buat gua daripada girlband. Sama kayak gua suka Vincent Desta walaupun mereka punya band. Hahahaha terlalu sempurna malah ngebosenin.,1,shin bener gua aja suka snsd karena mereka lawak banget mereka lebih ke group lawak buat gua daripada girlband sama kayak gua suka vincent desta walaupun mereka punya band hahahaha terlalu sempurna malah ngebosenin,0.0,0.0,0.0,No
"Lu tp ga rumit ya hidupnya? Gila prestasinya banyak banget -vincent

Vincent desta aja ampe terkagum2 ama maudy ayunda
Apalagi gua 😭😭😭
No words can explain how I adore her so much",0,lu tp ga rumit ya hidupnya gila prestasinya banyak banget vincent vincent desta aja ampe terkagum ama maudy ayunda apalagi gua no words can explain how i adore her so much,0.065,0.107,0.34,No
@Ifat_Id vincent - Desta,0,id vincent desta,0.0,0.0,0.0,No
"🕊️. Apa sih twitter. Stop nunjukin aku who to follow because I only follow my heart.

; Tapi nggak difollback..

Hidup kadang begitu. Kadang Raffi Ahmad, kadang Gitasav, kadang Vincent Desta.",0,apa sih twitter stop nunjukin aku who to follow because i only follow my heart tapi nggak difollback hidup kadang begitu kadang raffi ahmad kadang gitasav kadang vincent desta,0.075,0.0,0.0,No
@justxxay @UNSfess_ kalo vincent desta termasuk apaan?,0,kalo vincent desta termasuk apaan,0.0,0.0,0.0,No
Vincent Desta Andre juarak sih menghiburnya❤️,0,vincent desta andre juarak sih menghiburnya,0.0,0.0,0.0,No
"Maudy ayunda, mba Nana eh ini artis apa politisi ya pokonya itu deh. Deny + wendy Cagur, Vincent desta",0,maudy ayunda mba nana eh ini artis apa politisi ya pokonya itu deh deny wendy cagur vincent desta,0.124,0.0,-0.34,No
@syuthiks @tanyakanrl Di vindest di net apa di yt gt. Pokok y sama vincent desta,0,di vindest di net apa di yt gt pokok y sama vincent desta,0.0,0.16,0.2732,No
@radensiapa LU KENAL VINCENT DESTA DARI MANE,0,lu kenal vincent desta dari mane,0.0,0.0,0.0,No
@radensiapa Vincent desta WKWKWKWK 😭,0,vincent desta wkwkwkwk,0.0,0.0,0.0,No
@vernoncireng tonight show vincent desta enzye hesti kita ganti seungkwan hoshi dokyeom dino kyk going bss hari ini bisa kali ya,0,tonight show vincent desta enzye hesti kita ganti seungkwan hoshi dokyeom dino kyk going bss hari ini bisa kali ya,0.0,0.0,0.0,No
@vernoncireng IYA LAGI😫 vincent desta vincent nya seungkwan desta nya?,0,iya lagi vincent desta vincent nya seungkwan desta nya,0.0,0.0,0.0,No
@vindestwitt Oufitnya vincent &amp; desta lah 😁,0,oufitnya vincent amp desta lah,0.0,0.0,0.0,No
"bang jordan sama bang ghiyas cocok gantiin vincent desta

lo jadi hesti ya yo?

mending gue jadi sofanya aja bareng kak tsabit

di...dudukin..?",0,bang jordan sama bang ghiyas cocok gantiin vincent desta lo jadi hesti ya yo mending gue jadi sofanya aja bareng kak tsabit di dudukin,0.0,0.0,0.0,No
"bang jordan sama bang ghiyas cocok gantiin vincent desta

lo jadi hesti ya yo?

mending gue jadi sofanya aja bareng kak tsabit",0,bang jordan sama bang ghiyas cocok gantiin vincent desta lo jadi hesti ya yo mending gue jadi sofanya aja bareng kak tsabit,0.0,0.0,0.0,No
"bang jordan sama bang ghiyas cocok gantiin vincent desta

Hmm… tapi tetap tidak ada yang bisa menggantikan sosoknya yang indah.",0,bang jordan sama bang ghiyas cocok gantiin vincent desta hmm tapi tetap tidak ada yang bisa menggantikan sosoknya yang indah,0.0,0.0,0.0,No
"bang jordan sama bang ghiyas cocok gantiin vincent desta

lo jadi hesti ya yo?",0,bang jordan sama bang ghiyas cocok gantiin vincent desta lo jadi hesti ya yo,0.0,0.0,0.0,No
bang jordan sama bang ghiyas cocok gantiin vincent desta,1,bang jordan sama bang ghiyas cocok gantiin vincent desta,0.0,0.0,0.0,No
"@vindestwitt Baju yang dipake vincent desta, karna sama terus untuk season ini",1,baju yang dipake vincent desta karna sama terus untuk season ini,0.0,0.0,0.0,No
vincent sean bukan vincent desta https://t.co/2FFd4ic6sv,185,vincent sean bukan vincent desta,0.0,0.0,0.0,No
Waduh Vincent &amp; Desta lagi sepikap nih ke HRD. Ada yang punya solusi gak buat mereka? https://t.co/MU3pUP5xvf,163,waduh vincent amp desta lagi sepikap nih ke hrd ada yang punya solusi gak buat mereka,0.0,0.0,0.0,No
capek banget nonton Vincent Desta 🤣🤣😭😭,0,capek banget nonton vincent desta,0.0,0.0,0.0,No
"@vilosofi_ Hi vincent, desta ga diajak?",0,hi vincent desta ga diajak,0.0,0.0,0.0,No
"@tanyakanrl Going seveteen,Nct dream,txt,ninghonggo manttapu,Vindes (Vincent Desta)",0,going seveteen nct dream txt ninghonggo manttapu vindes vincent desta,0.0,0.182,0.25,No
joget kunci stang vincent desta sing baru pweecaaah lucu pol WKWKWWMWKWK,0,joget kunci stang vincent desta sing baru pweecaaah lucu pol wkwkwwmwkwk,0.0,0.0,0.0,No
"Malam ini sang ‘Rehat’ @KuntoAjiW mampir ke Vincent Desta Show jam tujuh malam. 

Klik youtu.be/_4ThlqtnfDY buat nontonin!

#Vindes 
#VincentandDesta https://t.co/to0NvRcF42",367,malam ini sang rehat mampir ke vincent desta show jam tujuh malam klik youtu be thlqtnfdy buat nontonin vindes vincentanddesta,0.0,0.0,0.0,No
"Duo komedian, Vincent dan Desta mengundang Raffi Ahmad sebagai tamu dalam video konten mereka. Terdapat momen yang unik dan lucu di video tersebut.

Simak terus berita terupdate lainnya di MNC Update ! 

#Vindes #Vincent #Desta #RaffiAhmad #NagitaSlavina #HotGossip #MNCUpdate https://t.co/Tqt7ooVwN8",0,duo komedian vincent dan desta mengundang raffi ahmad sebagai tamu dalam video konten mereka terdapat momen yang unik dan lucu di video tersebut simak terus berita terupdate lainnya di mnc update vindes vincent desta raffiahmad nagitaslavina hotgossip mncupdate,0.0,0.0,0.0,No
perez tebas &gt; vincent desta,0,perez tebas gt vincent desta,0.0,0.344,0.2732,No
@RChuatway perez tebas &gt; vincent desta,0,perez tebas gt vincent desta,0.0,0.344,0.2732,No
Apakah ini efek nonton vincent desta di segala channel utube?  Sampai2 aku sering ngereceh terus :(,0,apakah ini efek nonton vincent desta di segala channel utube sampai aku sering ngereceh terus,0.0,0.0,0.0,No
Nulis Lagu Senja Bisa Ketemu Vincent Desta‼️ https://t.co/dNVSv18oG6,1,nulis lagu senja bisa ketemu vincent desta,0.0,0.0,0.0,No
"@denny_trizki @kisahtanahjawa @NETtv_Channel Gak mungkin bro sekelas NET.TV minim anggaran, The Tonight Show nya Vincent &amp; Desta saja (tempo hari) bisa ngundang Seringai (yang notabene adalah salah 1 Band Indie termahal), masa buat syuting ke tempat angker gk bisa?",0,trizki channel gak mungkin bro sekelas net tv minim anggaran the tonight show nya vincent amp desta saja tempo hari bisa ngundang seringai yang notabene adalah salah band indie termahal masa buat syuting ke tempat angker gk bisa,0.0,0.0,0.0,No
vincent desta,1,vincent desta,0.0,0.0,0.0,No
"@starfess jongu tuh mood btt anaknya jd biar rame aja gitu, dia kalo di indo udah join circle vincent desta",5,jongu tuh mood btt anaknya jd biar rame aja gitu dia kalo di indo udah join circle vincent desta,0.0,0.109,0.296,No
"we@Obay_Kusut1981 Tanya rijik goblok, dia punya banyak koleksi janda. Pake nanya segala. Tolol main Tweet. https://t.co/LFq3tfaAu8",0,kusut tanya rijik goblok dia punya banyak koleksi janda pake nanya segala tolol main tweet,0.0,0.0,0.0,Yes
ramudeng pki teriak pki dasar kadrun begok permanen fpi hti itu pemberontak sama seperti pki ngaca lu drun kadrun begoo,0,ramudeng pki teriak pki dasar kadrun begok permanen fpi hti itu pemberontak sama seperti pki ngaca lu drun kadrun begoooo,0.0,0.0,0.0,Yes
ty@Sukardi2017 wkwkk.....kadrun begoooo kontraknya ga lama kok.....kasian bidadarinya kelamaan nunggu,0,wkwkk kadrun begoooo  kontraknya ga lama kok kasian bidadarinya kelamaan nunggu,0.0,0.0,0.0,Yes
"er@islah_bahrawi begoooo Mantab.
Narasi dg analogi yg mudah diterima akal.
.
Gak tahu kalau akal kadrun, paham pa gak...",3,bahrawi begoooo mantab narasi dg analogi yg mudah diterima akal gak tahu kalau akal kadrun paham pa gak,0.0,0.0,0.0,Yes
op@langitan99 Combro apa kentang rebus bangsat??,0,combro apa kentang rebus bangsat,0.0,0.0,0.0,Yes
"rt@lahedom99 Cieee... Gak pake media apa malu ketauan bloon begoooo.. Hebat ya Kadrun, junjungan loe si raja bokep aja cium tangan Ama Kadrun...loe gak mau cium kaki gw",1,cieee gak pake media apa malu ketauan bloon begoooo hebat ya kadrun junjungan loe si raja bokep aja cium tangan ama kadrun loe gak mau cium kaki gw,0.0,0.0,0.0,Yes
